SKU tienda,Nombre del producto,Marca,Categoría,Subcategoría,Tienda,Precio normal,Precio final,Descuento,Precio tarjeta,Estado,Fecha,Hora actualización,URL
alp-03-00223,"hills prescription diet metabolic canino 3,5 kg",hills,--,--,Best for Pets,,52110,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2314-5487-hill%C2%B4s-prescription-diet-metabolic-canino.html
alp-15-02282,royal canin renal canino 10 kg,royal canin,--,--,Best for Pets,98500,78800,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/260-158-royal-canin-renal-canino.html
alp-03-00225,"hills prescription diet metabolic canino 12,5 kg",hills,--,--,Best for Pets,,126810,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2314-3422-hill%C2%B4s-prescription-diet-metabolic-canino.html
alp-15-02276,royal canin urinary s/o canine 10 kg,royal canin,--,--,Best for Pets,100900,80720,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/257-154-royal-canin-urinary-so-canine.html
alp-15-02278,royal canin cardiac canino 10 kg,royal canin,--,--,Best for Pets,98500,78800,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/258-156-royal-canin-cardiac-canino.html
alp-15-02266,royal canin gastrointestinal canino 10 kg,royal canin,--,--,Best for Pets,98500,78800,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/252-126-royal-canin-gastrointestinal-canino.html
alp-15-05931,calm canine,royal canin,--,--,Best for Pets,,15210,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-royal-canin-para-perros/1698--calm-canine-cd-25.html
alp-15-02274,obesity management canino 7.5 kg,royal canin,--,--,Best for Pets,,43110,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-royal-canin-para-perros/256-152-obesity.html
alp-15-02284,royal canin mobility canino 10 kg,royal canin,--,--,Best for Pets,98500,83725,15%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/261-160-royal-canin-mobility-canino.html
alp-15-02287,royal canin hepatic canino 10 kg,royal canin,--,--,Best for Pets,98500,78800,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/5163-11072-royal-canin-hepatic-canino.html
alp-03-00209,"hills prescription diet j/d mobility 12,5 kg",hills,--,--,Best for Pets,,131325,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2756-3413-hill%C2%B4s-prescription-diet-jd-mobility.html
alp-15-06910,west highland terrier,royal canin,--,--,Best for Pets,,16650,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-royal-canin-para-perros/2166--west-highland-terrier.html
alp-03-08024,derm defense canine 6.4 kg,hills,--,--,Best for Pets,,66900,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-hills-para-perros/2760-3424-derm-defense-canine.html
alp-15-06693,"royal canin bulldog frances adult 7,5 kg",royal canin,--,--,Best for Pets,67900,54320,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2135-2011-royal-canin-bulldog-franc%C3%A9s-adult.html
alp-01-05234,adult dog small breed 3 kg,excellent,--,--,Best for Pets,,11610,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-excellent-para-perros/3462-5045-purina-excellent-adult-dog-small-breed.html
alp-01-05235,excellent adult dog chicken&rice 15 kg,excellent,--,--,Best for Pets,64900,45430,30%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/1667-2214-excellent-adult-dog-chickenrice.html
alg-01-07753,ha hypoallergenic feline 1.3 kg,pro plan,--,--,Best for Pets,,16110,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-pro-plan-para-gatos/2557-5896-ha-hypoallergenic-feline.html
alg-01-00080,cat adult optiprebio 1 kg,pro plan,--,--,Best for Pets,,9450,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-pro-plan-para-gatos/157-75-cat-adult-optiprebio.html
alg-01-00081,pro plan cat adult optiprebio 3 kg,pro plan,--,--,Best for Pets,29500,25075,15%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/157-76-pro-plan-cat-adult-optiprebio.html
alg-01-06114,"pro plan cat adult optiprebio 7,5 kg",pro plan,--,--,Best for Pets,58900,44175,25%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/157-1205-pro-plan-cat-adult-optiprebio.html
alg-01-00086,pro plan cat urinary optitract 3 kg,pro plan,--,--,Best for Pets,,27625,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/162-78-pro-plan-cat-urinary-optitract.html
alg-01-00087,"pro plan cat urinary optitract 7,5 kg",pro plan,--,--,Best for Pets,62500,53125,15%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/162-1206-pro-plan-cat-urinary-optitract.html
alg-01-07789,pro plan cat reduced calorie felino 3 kg,pro plan,--,--,Best for Pets,,28815,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/160-2986-pro-plan-cat-reduced-calorie-felino.html
alg-15-07647,"royal canin fit 32 felino 1,5 kg",royal canin,--,--,Best for Pets,18500,14800,20%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/189-2833-royal-canin-fit-32-felino.html
alg-15-06260,"royal canin fit 32 felino 7,5 kg",royal canin,--,--,Best for Pets,70500,56400,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/189-1433-royal-canin-fit-32-felino.html
alp-01-08143,"pro plan exigent dog small breed 7,5 kg",pro plan,--,--,Best for Pets,,55675,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2146-3567-pro-plan-exigent-dog-small-breed.html
alp-14-02169,"bil jac sensitive solutions 13,6 kg",bil-jac,--,--,Best for Pets,,80925,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2340-2533-bil-jac-sensitive-solutions.html
alp-40-07435,brit care dog show champion salmon & herring hypoallergenic 12 kg,brit care,--,--,Best for Pets,85900,68720,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2352-13186-brit-care-dog-show-champion-salmon-herring-hypoallergenic.html
alp-03-08019,"hills prescription diet metabolic + mobility canine 10,9 kg",hills,--,--,Best for Pets,,142110,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2757-3415-hill%C2%B4s-prescription-diet-metabolic-mobility-canine.html
alp-03-08020,metabolic + mobility canine lata,hills,--,--,Best for Pets,,3375,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-hills-para-perros/2759--metabolic-mobility-canine-lata.html
alp-01-08220,pro plan adult sensitive lamb & rice 3 kg,pro plan,--,--,Best for Pets,,27115,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2822-3684-pro-plan-adult-sensitive-lamb-rice.html
alp-01-08221,pro plan adult sensitive lamb & rice 15 kg,pro plan,--,--,Best for Pets,,74715,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2822-3685-pro-plan-adult-sensitive-lamb-rice.html
alp-01-08218,pro plan puppy sensitive lamb & rice 3 kg,pro plan,--,--,Best for Pets,,27625,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2821-3682-pro-plan-puppy-sensitive-lamb-rice.html
alp-01-08219,pro plan puppy sensitive lamb & rice 15 kg,pro plan,--,--,Best for Pets,,86615,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2821-3683-pro-plan-puppy-sensitive-lamb-rice.html
alp-45-08105,"acana duck & pear 5,9 kg",acana,--,--,Best for Pets,68900,55120,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2784-3528-acana-duck-pear.html
alp-45-08106,"acana duck & pear 11,35 kg",acana,--,--,Best for Pets,,79815,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2784-3529-acana-duck-pear.html
alp-03-08025,derm defense canine lata,hills,--,--,Best for Pets,,3995,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-hills-para-perros/2761--derm-defense-canine-lata.html
alp-40-08275,brit care puppy lamb hypoallergenic 12 kg,brit care,--,--,Best for Pets,80900,64720,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2834-3714-brit-care-puppy-lamb-hypoallergenic.html
alp-40-08277,brit care junior large breed lamb hypoallergenic 12 kg,brit care,--,--,Best for Pets,80900,64720,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2835-3716-brit-care-junior-large-breed-lamb-hypoallergenic.html
alp-40-08279,"brit care adult small breed lamb & rice 7,5 kg",brit care,--,--,Best for Pets,56900,45520,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2836-3718-brit-care-adult-small-breed-lamb-rice.html
alp-40-08281,brit care adult medium breed lamb hypoallergenic 12 kg,brit care,--,--,Best for Pets,77900,62320,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2837-3720-brit-care-adult-medium-breed-lamb-hypoallergenic.html
alp-40-08283,brit care adult large breed lamb hypoallergenic 12 kg,brit care,--,--,Best for Pets,77900,62320,20%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/2838-3722-brit-care-adult-large-breed-lamb-hypoallergenic.html
alp-40-08285,brit care senior lamb hypoallergenic 12 kg,brit care,--,--,Best for Pets,77900,62320,20%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/2839-3724-brit-care-senior-lamb-hypoallergenic.html
alg-03-08329,"hills science diet kitten indoor 3,17 kg",hills,--,--,Best for Pets,,40950,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2879-3770-hill%C2%B4s-science-diet-kitten-indoor.html
alg-03-08331,adult 11+ indoor age defying 3.17 kg,hills,--,--,Best for Pets,,33900,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-hills-para-gatos/2881-3775-adult-11-indoor-age-defying.html
alp-03-08325,"hills science diet adult perfect weight chicken recipe 6,8 kg",hills,--,--,Best for Pets,,64515,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2877-3765-hill%C2%B4s-science-diet-adult-perfect-weight-chicken-recipe.html
alg-45-08235,"orijen six fish cat 5,5 kg",orijen,--,--,Best for Pets,99900,79920,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2833-3808-orijen-six-fish-cat.html
alp-03-00196,"hills prescription diet c/d urinary care multicare canino 7,9 kg",hills,--,--,Best for Pets,,79110,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/115-4056-hill%C2%B4s-prescription-diet-cd-urinary-care-multicare-canino.html
alp-03-00204,"hills prescription diet i/d digestive care canino 7,9 kg",hills,--,--,Best for Pets,,89675,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/119-4057-hill%C2%B4s-prescription-diet-id-digestive-care-canino.html
alp-03-00180,"hills science diet adulto 7+ chicken meal barley brown rice recipe 14,97 kg",hills,--,--,Best for Pets,,86310,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/140-4055-hill%C2%B4s-science-diet-adulto-7-chicken-meal-barley-brown-rice-recipe.html
alp-03-00162,"hills science diet adult chicken & barley recipe 15,9 kg",hills,--,--,Best for Pets,,86310,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/129-1439-hill%C2%B4s-science-diet-adult-chicken-barley-recipe.html
cug-01-08792,tidy cats lightweight 24/7 6 litros,tidy cats,--,--,Best for Pets,,14500,,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/3026-4213-tidy-cats-lightweight-247.html
alp-07-08817,pro pac ultimates chicken & brown rice 12 kg,pro pac,--,--,Best for Pets,,61520,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3056-4234-pro-pac-ultimates%E2%84%A2-chicken-brown-rice.html
alg-07-08840,pro pac ultimates savanna pride 6 kg,pro pac,--,--,Best for Pets,,52720,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3058-4248-pro-pac-ultimates%E2%84%A2-savanna-pride.html
alg-03-08838,"hills science diet senior vitality small & mini adult 7+ 1,58 kg",hills,--,--,Best for Pets,,24750,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3088-4246-hill%C2%B4s-science-diet-senior-vitality-small-mini-adult-7.html
alg-03-08839,"hills science diet youthful vitality 7+ canine 1,58 kg",hills,--,--,Best for Pets,,23310,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3086-4244-hill%C2%B4s-science-diet-youthful-vitality-7-canine.html
alg-06-01270,maintenance for cats 7.5 kg,nutra nuggets,--,--,Best for Pets,,29900,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/ver-todas-las-marcas-para-gatos/44-4281-maintenance-for-cats.html
alg-40-08805,cat snack meaty tuna,brit care,--,--,Best for Pets,,4500,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/premios-para-gatos/3066--cat-snack-meaty-tuna.html
alg-40-09010,crazy kitten 7 kg,brit care,--,--,Best for Pets,,42210,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-brit-care-para-gatos/2495-4449-crazy-kitten.html
alg-40-09011,angel senior cat 7 kg,brit care,--,--,Best for Pets,,39510,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-brit-care-para-gatos/2497-4451-angel-senior-cat.html
alg-40-09012,daisy weight control cat 7 kg,brit care,--,--,Best for Pets,,39510,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-brit-care-para-gatos/2500-4453-daisy-weight-control-cat.html
cup-40-09000,"canvit snack skin & coat 0,200 kg",royal canin,--,--,Best for Pets,,6500,,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/3130-4418-canvit-snack-skin-coat.html
alp-01-09025,pouch reduced calorie dog pavo en salsa,pro plan,--,--,Best for Pets,,1710,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-pro-plan-para-perros/3158--pro-plan-pouch-reduced-calorie-dog-pavo-en-salsa.html
alg-15-09130,"royal canin indoor 7+ felino 7,5 kg",royal canin,--,--,Best for Pets,74900,59920,20%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/188-4508-royal-canin-indoor-7-felino.html
alp-45-09030,"acana pork & squash 5,9 kg",acana,--,--,Best for Pets,65900,52720,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3164-4464-acana-pork-squash.html
alp-45-09031,"acana pork & squash 11,35 kg",acana,--,--,Best for Pets,,82320,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3164-4465-acana-pork-squash.html
alp-45-09152,"orijen senior dog 11,35 kg",orijen,--,--,Best for Pets,,94265,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3230-4559-orijen-senior-dog.html
alp-45-09147,orijen fit & trim dog 2 kg,orijen,--,--,Best for Pets,37500,30000,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3229-4554-orijen-fit-trim-dog.html
alp-45-09148,"orijen fit & trim dog 5,9 kg",orijen,--,--,Best for Pets,78500,62800,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3229-4555-orijen-fit-trim-dog.html
alp-45-09149,"orijen fit & trim dog 11,35 kg",orijen,--,--,Best for Pets,,94265,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3229-4556-orijen-fit-trim-dog.html
alp-15-02195,royal canin medium adult 7+ canino 15 kg,royal canin,--,--,Best for Pets,102900,82320,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/222-4615-royal-canin-medium-adult-7-canino.html
acg-39-09172,zee.cat atlanta harness with leash,royal canin,--,--,Best for Pets,,9520,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/cat-collars-harness/3262--zeecat-atlanta-harness-with-leash.html
acg-39-09170,zee.cat prisma harness with leash,royal canin,--,--,Best for Pets,,9520,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/cat-collars-harness/3260--zeecat-prisma-harness-with-leash.html
alg-07-09183,pro pac ultimates deep sea select 6 kg,pro pac,--,--,Best for Pets,,52720,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3057-4621-pro-pac-ultimates%E2%84%A2-deep-sea-select.html
alp-01-09181,care snacks bajo en calorías,pro plan,--,--,Best for Pets,,3900,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/premios-para-perros/3268--pro-plan-care-snacks-bajo-en-calorias.html
alp-07-09374,pro pac ultimates meadow prime 12 kg,pro pac,--,--,Best for Pets,95900,71925,25%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3341-4794-pro-pac-ultimates%E2%84%A2-meadow-prime.html
alp-01-09391,excellent maintenance formula adult 15 kg,excellent,--,--,Best for Pets,53900,37730,30%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/3346-4813-excellent-maintenance-formula-adult.html
alp-03-09434,"hills science diet senior vitality small & mini adult 7+ 5,68 kg",hills,--,--,Best for Pets,,71010,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3088-4816-hill%C2%B4s-science-diet-senior-vitality-small-mini-adult-7.html
alp-45-09150,orijen senior dog 2 kg,orijen,--,--,Best for Pets,37500,30000,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3230-4942-orijen-senior-dog.html
alp-45-09151,"orijen senior dog 5,9 kg",orijen,--,--,Best for Pets,78500,62800,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3230-4943-orijen-senior-dog.html
alp-45-09483,feast 5.9 kg,acana,--,--,Best for Pets,,41850,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-acana-para-perros/3409-4948-feast.html
alp-45-09484,feast 11.35 kg,acana,--,--,Best for Pets,,70650,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-acana-para-perros/3409-4949-feast.html
alp-45-09486,paleo 5.9 kg,acana,--,--,Best for Pets,,41850,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-acana-para-perros/3410-4951-paleo.html
alp-45-09487,paleo 11.35 kg,acana,--,--,Best for Pets,,70650,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-acana-para-perros/3410-4952-paleo.html
alp-45-09489,"acana puppy & junior 5,9 kg",acana,--,--,Best for Pets,49900,39920,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3411-4954-acana-puppy-junior.html
alp-45-09490,"acana puppy & junior 11,35 kg",acana,--,--,Best for Pets,81900,65520,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3411-4955-acana-puppy-junior.html
alg-45-09477,"orijen fit & trim cat 1,8 kg",orijen,--,--,Best for Pets,39900,31920,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3407-4940-orijen-fit-trim-cat.html
alg-45-09478,"orijen fit & trim cat 5,5 kg",orijen,--,--,Best for Pets,99900,79920,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3407-4941-orijen-fit-trim-cat.html
alp-45-09479,orijen puppy 2 kg,orijen,--,--,Best for Pets,37500,30000,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3408-4944-orijen-puppy.html
alp-45-09480,"orijen puppy 5,9 kg",orijen,--,--,Best for Pets,78500,62800,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3408-4945-orijen-puppy.html
alp-45-09481,"orijen puppy 11,35 kg",orijen,--,--,Best for Pets,,94265,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3408-4946-orijen-puppy.html
alp-13-09471,fit formula adulto light 20 kg,sieger,--,--,Best for Pets,63900,47925,25%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/5817-12825-fit-formula-adulto-light.html
